shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag,MyUnknownColumn,lead_time_days,delay_flag,cost_per_unit,anomaly_flag
SHP1993,DR-4339,Hurricane,8215,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21200,21180,21150,DALLAS,Region VI,4/23/2020,4/28/2020,Truck,Powergrid supply,370,7836600,1,1,,5,1,370,0
SHP1994,DR-4339,Hurricane,9215,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21000,20980,20950,ATLANTA,Region IV,4/24/2020,4/26/2020,Truck,Powergrid supply,201,4216980,1,1,,2,1,201,0
SHP1995,DR-4339,Hurricane,1216,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21300,21280,21270,ATLANTA,Region IV,4/24/2020,4/27/2020,Truck,Blueriver logistics,372,7916160,1,1,,3,1,372,0
SHP1996,DR-4339,Hurricane,2216,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,23500,23450,23400,ATLANTA,Region IV,4/25/2020,4/27/2020,Truck,Blueriver logistics,194,4549300,1,1,,2,1,194,0
SHP1997,DR-4339,Hurricane,3216,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,20900,20880,20860,DALLAS,Region VI,4/25/2020,4/30/2020,Truck,Safecover inc,420,8769600,1,1,,5,1,420,0
SHP1998,DR-4339,Hurricane,4216,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10250,10230,10220,DALLAS,Region VI,4/26/2020,5/1/2020,Truck,Powergrid supply,2080,21278400,1,1,,5,1,2080,0
SHP1999,DR-4339,Hurricane,5216,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,21900,21900,21880,ATLANTA,Region IV,4/26/2020,4/29/2020,Truck,Comfortco,775,16972500,1,1,,3,1,775,0
SHP2000,DR-4339,Hurricane,6216,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,20700,20680,20660,ATLANTA,Region IV,4/27/2020,4/30/2020,Truck,Careplus supply,150,3102000,1,1,,3,1,150,0
SHP2001,DR-4339,Hurricane,7216,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,22800,22800,22780,DALLAS,Region VI,4/27/2020,4/30/2020,Truck,Medrelief inc,16.1,367080,1,1,,3,1,16.1,0
SHP2002,DR-4339,Hurricane,8216,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21300,21280,21250,DALLAS,Region VI,4/28/2020,5/2/2020,Truck,Powergrid supply,372,7916160,1,1,,4,1,372,0
SHP2003,DR-4339,Hurricane,9216,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21100,21080,21050,ATLANTA,Region IV,4/28/2020,5/1/2020,Truck,Powergrid supply,202,4258160,1,1,,3,1,202,0
SHP2004,DR-4339,Hurricane,1217,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21400,21380,21370,ATLANTA,Region IV,4/29/2020,5/1/2020,Truck,Blueriver logistics,374,7996120,1,1,,2,1,374,0
SHP2005,DR-4339,Hurricane,2217,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,23600,23550,23500,ATLANTA,Region IV,4/29/2020,5/2/2020,Truck,Blueriver logistics,195,4592250,1,1,,3,1,195,0
SHP2006,DR-4339,Hurricane,3217,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21000,20980,20960,DALLAS,Region VI,4/30/2020,5/4/2020,Truck,Safecover inc,422,8853560,1,1,,4,1,422,0
SHP2007,DR-4339,Hurricane,4217,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10300,10280,10270,DALLAS,Region VI,4/30/2020,5/6/2020,Truck,Powergrid supply,2090,21485200,1,1,,6,1,2090,0
SHP2008,DR-4339,Hurricane,5217,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22000,22000,21980,ATLANTA,Region IV,5/1/2020,5/3/2020,Truck,Comfortco,780,17160000,1,1,,2,1,780,0
SHP2009,DR-4339,Hurricane,6217,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,20800,20780,20760,ATLANTA,Region IV,5/1/2020,5/5/2020,Truck,Careplus supply,151,3137780,1,1,,4,1,151,0
SHP2010,DR-4339,Hurricane,7217,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,22900,22900,22880,DALLAS,Region VI,5/2/2020,5/4/2020,Truck,Medrelief inc,16.2,370980,1,1,,2,1,16.2,0
SHP2011,DR-4339,Hurricane,8217,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21400,21380,21350,DALLAS,Region VI,5/2/2020,5/7/2020,Truck,Powergrid supply,374,7996120,1,1,,5,1,374,0
SHP2012,DR-4339,Hurricane,9217,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21200,21180,21150,ATLANTA,Region IV,5/3/2020,5/5/2020,Truck,Powergrid supply,203,4299540,1,1,,2,1,203,0
SHP2013,DR-4339,Hurricane,1218,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21500,21480,21470,ATLANTA,Region IV,5/3/2020,5/6/2020,Truck,Blueriver logistics,376,8076480,1,1,,3,1,376,0
SHP2014,DR-4339,Hurricane,2218,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,23700,23650,23600,ATLANTA,Region IV,5/4/2020,5/6/2020,Truck,Blueriver logistics,196,4635400,1,1,,2,1,196,0
SHP2015,DR-4339,Hurricane,3218,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21100,21080,21060,DALLAS,Region VI,5/4/2020,5/9/2020,Truck,Safecover inc,424,8937920,1,1,,5,1,424,0
SHP2016,DR-4339,Hurricane,4218,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10350,10330,10320,DALLAS,Region VI,5/5/2020,5/10/2020,Truck,Powergrid supply,2100,21693000,1,1,,5,1,2100,0
SHP2017,DR-4339,Hurricane,5218,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22100,22100,22080,ATLANTA,Region IV,5/5/2020,5/8/2020,Truck,Comfortco,785,17348500,1,1,,3,1,785,0
SHP2018,DR-4339,Hurricane,6218,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,20900,20880,20860,ATLANTA,Region IV,5/6/2020,5/9/2020,Truck,Careplus supply,152,3173760,1,1,,3,1,152,0
SHP2019,DR-4339,Hurricane,7218,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23000,23000,22980,DALLAS,Region VI,5/6/2020,5/9/2020,Truck,Medrelief inc,16.3,374900,1,1,,3,1,16.3,0
SHP2020,DR-4339,Hurricane,8218,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21500,21480,21450,DALLAS,Region VI,5/7/2020,5/11/2020,Truck,Powergrid supply,376,8076480,1,1,,4,1,376,0
SHP2021,DR-4339,Hurricane,9218,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21300,21280,21250,ATLANTA,Region IV,5/7/2020,5/10/2020,Truck,Powergrid supply,204,4341120,1,1,,3,1,204,0
SHP2022,DR-4339,Hurricane,1219,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21600,21580,21570,ATLANTA,Region IV,5/8/2020,5/10/2020,Truck,Blueriver logistics,378,8157240,1,1,,2,1,378,0
SHP2023,DR-4339,Hurricane,2219,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,23800,23750,23700,ATLANTA,Region IV,5/8/2020,5/11/2020,Truck,Blueriver logistics,197,4678750,1,1,,3,1,197,0
SHP2024,DR-4339,Hurricane,3219,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21200,21180,21160,DALLAS,Region VI,5/9/2020,5/13/2020,Truck,Safecover inc,426,9022680,1,1,,4,1,426,0
SHP2025,DR-4339,Hurricane,4219,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10400,10380,10370,DALLAS,Region VI,5/9/2020,5/15/2020,Truck,Powergrid supply,2110,21901800,1,1,,6,1,2110,0
SHP2026,DR-4339,Hurricane,5219,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22200,22200,22180,ATLANTA,Region IV,5/10/2020,5/12/2020,Truck,Comfortco,790,17538000,1,1,,2,1,790,0
SHP2027,DR-4339,Hurricane,6219,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21000,20980,20960,ATLANTA,Region IV,5/10/2020,5/14/2020,Truck,Careplus supply,153,3209940,1,1,,4,1,153,0
SHP2028,DR-4339,Hurricane,7219,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23100,23100,23080,DALLAS,Region VI,5/11/2020,5/13/2020,Truck,Medrelief inc,16.4,378840,1,1,,2,1,16.4,0
SHP2029,DR-4339,Hurricane,8219,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21600,21580,21550,DALLAS,Region VI,5/11/2020,5/16/2020,Truck,Powergrid supply,378,8157240,1,1,,5,1,378,0
SHP2030,DR-4339,Hurricane,9219,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21400,21380,21350,ATLANTA,Region IV,5/12/2020,5/14/2020,Truck,Powergrid supply,205,4382900,1,1,,2,1,205,0
SHP2031,DR-4339,Hurricane,1220,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21700,21680,21670,ATLANTA,Region IV,5/12/2020,5/15/2020,Truck,Blueriver logistics,380,8238400,1,1,,3,1,380,0
SHP2032,DR-4339,Hurricane,2220,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,23900,23850,23800,ATLANTA,Region IV,5/13/2020,5/15/2020,Truck,Blueriver logistics,198,4722300,1,1,,2,1,198,0
SHP2033,DR-4339,Hurricane,3220,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21300,21280,21260,DALLAS,Region VI,5/13/2020,5/18/2020,Truck,Safecover inc,428,9107840,1,1,,5,1,428,0
SHP2034,DR-4339,Hurricane,4220,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10450,10430,10420,DALLAS,Region VI,5/14/2020,5/19/2020,Truck,Powergrid supply,2120,22111600,1,1,,5,1,2120,0
SHP2035,DR-4339,Hurricane,5220,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22300,22300,22280,ATLANTA,Region IV,5/14/2020,5/17/2020,Truck,Comfortco,795,17728500,1,1,,3,1,795,0
SHP2036,DR-4339,Hurricane,6220,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21100,21080,21060,ATLANTA,Region IV,5/15/2020,5/18/2020,Truck,Careplus supply,154,3246320,1,1,,3,1,154,0
SHP2037,DR-4339,Hurricane,7220,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23200,23200,23180,DALLAS,Region VI,5/15/2020,5/18/2020,Truck,Medrelief inc,16.5,382800,1,1,,3,1,16.5,0
SHP2038,DR-4339,Hurricane,8220,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21700,21680,21650,DALLAS,Region VI,5/16/2020,5/20/2020,Truck,Powergrid supply,380,8238400,1,1,,4,1,380,0
SHP2039,DR-4339,Hurricane,9220,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21500,21480,21450,ATLANTA,Region IV,5/16/2020,5/19/2020,Truck,Powergrid supply,206,4424880,1,1,,3,1,206,0
SHP2040,DR-4339,Hurricane,1221,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21800,21780,21770,ATLANTA,Region IV,5/17/2020,5/19/2020,Truck,Blueriver logistics,382,8319960,1,1,,2,1,382,0
SHP2041,DR-4339,Hurricane,2221,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,24000,23950,23900,ATLANTA,Region IV,5/17/2020,5/20/2020,Truck,Blueriver logistics,199,4766050,1,1,,3,1,199,0
SHP2042,DR-4339,Hurricane,3221,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21400,21380,21360,DALLAS,Region VI,5/18/2020,5/22/2020,Truck,Safecover inc,430,9193400,1,1,,4,1,430,0
SHP2043,DR-4339,Hurricane,4221,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10500,10480,10470,DALLAS,Region VI,5/18/2020,5/24/2020,Truck,Powergrid supply,2130,22322400,1,1,,6,1,2130,0
SHP2044,DR-4339,Hurricane,5221,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22400,22400,22380,ATLANTA,Region IV,5/19/2020,5/21/2020,Truck,Comfortco,800,17920000,1,1,,2,1,800,0
SHP2045,DR-4339,Hurricane,6221,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21200,21180,21160,ATLANTA,Region IV,5/19/2020,5/23/2020,Truck,Careplus supply,155,3282900,1,1,,4,1,155,0
SHP2046,DR-4339,Hurricane,7221,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23300,23300,23280,DALLAS,Region VI,5/20/2020,5/22/2020,Truck,Medrelief inc,16.6,386780,1,1,,2,1,16.6,0
