shipment_id,disaster_id,disaster_type,item_id,item_name,category,subcategory,quantity_requested,quantity_shipped,quantity_received,warehouse,region,ship_date,arrival_date,transport_mode,supplier,unit_cost,total_cost,delay_days,shortage_flag
SHP2032,DR-4339,Hurricane,2220,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,23900,23850,23800,Atlanta,Region IV,5/12/2020,5/15/2020,Truck,BlueRiver Logistics,198,434,1,
SHP2033,DR-4339,Hurricane,3220,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21300,21280,21260,Dallas,Region VI,5/13/2020,5/18/2020,Truck,SafeCover Inc,428,846,1,
SHP2034,DR-4339,Hurricane,4220,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10450,10430,10420,Dallas,Region VI,5/13/2020,5/19/2020,Truck,PowerGrid Supply,2120,222,1,
SHP2035,DR-4339,Hurricane,5220,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22300,22300,22280,Atlanta,Region IV,5/14/2020,5/17/2020,Truck,ComfortCo,795,176,1,
SHP2036,DR-4339,Hurricane,6220,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21100,21080,21060,Atlanta,Region IV,5/14/2020,5/18/2020,Truck,CarePlus Supply,154,315,1,
SHP2037,DR-4339,Hurricane,7220,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23200,23200,23180,Dallas,Region VI,5/15/2020,5/18/2020,Truck,MedRelief Inc,16.5,369,1,
SHP2038,DR-4339,Hurricane,8220,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21700,21680,21650,Dallas,Region VI,5/15/2020,5/20/2020,Truck,PowerGrid Supply,380,771,1,
SHP2039,DR-4339,Hurricane,9220,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21500,21480,21450,Atlanta,Region IV,5/16/2020,5/19/2020,Truck,PowerGrid Supply,206,362,1,
SHP2040,DR-4339,Hurricane,1221,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21800,21780,21770,Atlanta,Region IV,5/16/2020,5/19/2020,Truck,BlueRiver Logistics,382,777,1,
SHP2041,DR-4339,Hurricane,2221,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,24000,23950,23900,Atlanta,Region IV,5/17/2020,5/20/2020,Truck,BlueRiver Logistics,199,437,1,
SHP2042,DR-4339,Hurricane,3221,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21400,21380,21360,Dallas,Region VI,5/17/2020,5/22/2020,Truck,SafeCover Inc,430,852,1,
SHP2043,DR-4339,Hurricane,4221,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10500,10480,10470,Dallas,Region VI,5/18/2020,5/24/2020,Truck,PowerGrid Supply,2130,224,1,
SHP2044,DR-4339,Hurricane,5221,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22400,22400,22380,Atlanta,Region IV,5/18/2020,5/21/2020,Truck,ComfortCo,800,178,1,
SHP2045,DR-4339,Hurricane,6221,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21200,21180,21160,Atlanta,Region IV,5/19/2020,5/23/2020,Truck,CarePlus Supply,155,318,1,
SHP2046,DR-4339,Hurricane,7221,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23300,23300,23280,Dallas,Region VI,5/19/2020,5/22/2020,Truck,MedRelief Inc,16.6,372,1,
SHP2047,DR-4339,Hurricane,8221,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21800,21780,21750,Dallas,Region VI,5/20/2020,5/25/2020,Truck,PowerGrid Supply,382,777,1,
SHP2048,DR-4339,Hurricane,9221,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21600,21580,21550,Atlanta,Region IV,5/20/2020,5/23/2020,Truck,PowerGrid Supply,207,364,1,
SHP2049,DR-4339,Hurricane,1222,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,21900,21880,21870,Atlanta,Region IV,5/21/2020,5/24/2020,Truck,BlueRiver Logistics,384,783,1,
SHP2050,DR-4339,Hurricane,2222,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,24100,24050,24000,Atlanta,Region IV,5/21/2020,5/24/2020,Truck,BlueRiver Logistics,200,440,1,
SHP2051,DR-4339,Hurricane,3222,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21500,21480,21460,Dallas,Region VI,5/22/2020,5/27/2020,Truck,SafeCover Inc,432,858,1,
SHP2052,DR-4339,Hurricane,4222,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10550,10530,10520,Dallas,Region VI,5/22/2020,5/28/2020,Truck,PowerGrid Supply,2140,226,1,
SHP2053,DR-4339,Hurricane,5222,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22500,22500,22480,Atlanta,Region IV,5/23/2020,5/26/2020,Truck,ComfortCo,805,180,1,
SHP2054,DR-4339,Hurricane,6222,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21300,21280,21260,Atlanta,Region IV,5/23/2020,5/27/2020,Truck,CarePlus Supply,156,321,1,
SHP2055,DR-4339,Hurricane,7222,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23400,23400,23380,Dallas,Region VI,5/24/2020,5/27/2020,Truck,MedRelief Inc,16.7,375,1,
SHP2056,DR-4339,Hurricane,8222,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,21900,21880,21850,Dallas,Region VI,5/24/2020,5/29/2020,Truck,PowerGrid Supply,384,783,1,
SHP2057,DR-4339,Hurricane,9222,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21700,21680,21650,Atlanta,Region IV,5/25/2020,5/28/2020,Truck,PowerGrid Supply,208,366,1,
SHP2058,DR-4339,Hurricane,1223,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,22000,21980,21970,Atlanta,Region IV,5/25/2020,5/28/2020,Truck,BlueRiver Logistics,386,789,1,
SHP2059,DR-4339,Hurricane,2223,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,24200,24150,24100,Atlanta,Region IV,5/26/2020,5/29/2020,Truck,BlueRiver Logistics,201,443,1,
SHP2060,DR-4339,Hurricane,3223,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21600,21580,21560,Dallas,Region VI,5/26/2020,5/31/2020,Truck,SafeCover Inc,434,864,1,
SHP2061,DR-4339,Hurricane,4223,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10600,10580,10570,Dallas,Region VI,5/27/2020,6/2/2020,Truck,PowerGrid Supply,2150,228,1,
SHP2062,DR-4339,Hurricane,5223,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22600,22600,22580,Atlanta,Region IV,5/27/2020,5/30/2020,Truck,ComfortCo,810,182,1,
SHP2063,DR-4339,Hurricane,6223,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21400,21380,21360,Atlanta,Region IV,5/28/2020,6/1/2020,Truck,CarePlus Supply,157,324,1,
SHP2064,DR-4339,Hurricane,7223,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23500,23500,23480,Dallas,Region VI,5/28/2020,5/31/2020,Truck,MedRelief Inc,16.8,378,1,
SHP2065,DR-4339,Hurricane,8223,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,22000,21980,21950,Dallas,Region VI,5/29/2020,6/3/2020,Truck,PowerGrid Supply,386,789,1,
SHP2066,DR-4339,Hurricane,9223,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21800,21780,21750,Atlanta,Region IV,5/29/2020,6/1/2020,Truck,PowerGrid Supply,209,368,1,
SHP2067,DR-4339,Hurricane,1224,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,22100,22080,22070,Atlanta,Region IV,5/30/2020,6/2/2020,Truck,BlueRiver Logistics,388,795,1,
SHP2068,DR-4339,Hurricane,2224,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,24300,24250,24200,Atlanta,Region IV,5/30/2020,6/2/2020,Truck,BlueRiver Logistics,202,446,1,
SHP2069,DR-4339,Hurricane,3224,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21700,21680,21660,Dallas,Region VI,5/31/2020,6/5/2020,Truck,SafeCover Inc,436,870,1,
SHP2070,DR-4339,Hurricane,4224,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10650,10630,10620,Dallas,Region VI,5/31/2020,6/6/2020,Truck,PowerGrid Supply,2160,230,1,
SHP2071,DR-4339,Hurricane,5224,Thermal Gloves Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22700,22700,22680,Atlanta,Region IV,6/1/2020,6/4/2020,Truck,ComfortCo,815,184,1,
SHP2072,DR-4339,Hurricane,6224,Infant Kits Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21500,21480,21460,Atlanta,Region IV,6/1/2020,6/5/2020,Truck,CarePlus Supply,158,327,1,
SHP2073,DR-4339,Hurricane,7224,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23600,23600,23580,Dallas,Region VI,6/2/2020,6/5/2020,Truck,MedRelief Inc,16.9,381,1,
SHP2074,DR-4339,Hurricane,8224,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,22100,22080,22050,Dallas,Region VI,6/2/2020,6/7/2020,Truck,PowerGrid Supply,388,795,1,
SHP2075,DR-4339,Hurricane,9224,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,21900,21880,21850,Atlanta,Region IV,6/3/2020,6/6/2020,Truck,PowerGrid Supply,210,370,1,
SHP2076,DR-4339,Hurricane,1225,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,22200,22180,22170,Atlanta,Region IV,6/3/2020,6/6/2020,Truck,BlueRiver Logistics,390,801,1,
SHP2077,DR-4339,Hurricane,2225,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,24400,24350,24300,Atlanta,Region IV,6/4/2020,6/7/2020,Truck,BlueRiver Logistics,203,449,1,
SHP2078,DR-4339,Hurricane,3225,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21800,21780,21760,Dallas,Region VI,6/4/2020,6/9/2020,Truck,SafeCover Inc,438,876,1,
SHP2079,DR-4339,Hurricane,4225,Portable Power Units Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Equipment,10700,10680,10670,Dallas,Region VI,6/5/2020,6/11/2020,Truck,PowerGrid Supply,2170,232,1,
SHP2080,DR-4339,Hurricane,5225,Thermal Coats Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Warmth,22800,22800,22780,Atlanta,Region IV,6/5/2020,6/8/2020,Truck,ComfortCo,820,186,1,
SHP2081,DR-4339,Hurricane,6225,Infant Towels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Infant Care,21600,21580,21560,Atlanta,Region IV,6/6/2020,6/10/2020,Truck,CarePlus Supply,159,330,1,
SHP2082,DR-4339,Hurricane,7225,Medical Gauze Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Medical,Emergency,23700,23700,23680,Dallas,Region VI,6/6/2020,6/9/2020,Truck,MedRelief Inc,17,384,1,
SHP2083,DR-4339,Hurricane,8225,LED Panels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Lighting,22200,22180,22150,Dallas,Region VI,6/7/2020,6/12/2020,Truck,PowerGrid Supply,390,801,1,
SHP2084,DR-4339,Hurricane,9225,Power Switches Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Power,Accessories,22000,21980,21950,Atlanta,Region IV,6/7/2020,6/10/2020,Truck,PowerGrid Supply,211,372,1,
SHP2085,DR-4339,Hurricane,1226,Water Barrels Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Food & Water,Beverage,22300,22280,22270,Atlanta,Region IV,6/8/2020,6/11/2020,Truck,BlueRiver Logistics,392,807,1,
SHP2086,DR-4339,Hurricane,2226,Meal Packs Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro,Food & Water,Meal,24500,24450,24400,Atlanta,Region IV,6/8/2020,6/11/2020,Truck,BlueRiver Logistics,204,452,1,
SHP2087,DR-4339,Hurricane,3226,Storm Barriers Titan Ultra Infinity Max Elite Pro Plus Ultra+ Pro Max+ Ultra Pro Max+ Pro Max Ultra+ Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max Ultra Pro Max,Shelter,Protection,21900,21880,21860,Dallas,Region VI,6/9/2020,6/14/2020,Truck,SafeCover Inc,440,882,1,
